ILDIALCT,ilab_v1,FITS/CSV file dialect
692.000,8.702979e-03,1.052403e-01
693.000,2.841798e-03,3.974772e-02
694.000,1.073646e-03,-3.834625e-04
695.000,4.547763e-04,-1.969030e-02
696.000,2.147783e-04,-2.457578e-02
697.000,1.106117e-04,-2.141429e-02
698.000,6.020434e-05,-1.523680e-02
699.000,3.509399e-05,-9.202891e-03
700.000,2.225203e-05,-4.734428e-03
701.000,1.385518e-05,-2.035573e-03
702.000,1.149395e-05,-7.009663e-04
703.000,6.207490e-06,-1.805650e-04
704.000,2.263100e-06,-3.326238e-05
705.000,2.536700e-06,-6.433770e-06
706.000,3.090740e-06,-2.622140e-06
707.000,1.878600e-06,-7.854600e-07
708.000,3.507520e-06,3.849800e-07
709.000,1.051430e-06,1.078330e-06
710.000,5.680200e-07,1.527440e-06
711.000,2.810340e-06,1.838060e-06
712.000,4.265330e-06,2.040730e-06
713.000,1.582690e-06,2.140110e-06
714.000,1.000000e-10,2.141880e-06
715.000,2.551380e-06,2.063500e-06
716.000,2.169330e-06,1.936850e-06
717.000,1.000000e-10,1.802420e-06
718.000,1.000000e-10,1.698290e-06
719.000,2.218900e-07,1.653390e-06
720.000,2.850860e-06,1.676690e-06
721.000,2.116630e-06,1.755530e-06
722.000,1.231180e-06,1.861080e-06
723.000,2.856040e-06,1.956330e-06
724.000,1.000000e-10,2.006850e-06
725.000,1.172730e-06,1.991060e-06
726.000,3.345020e-06,1.903070e-06
727.000,2.034510e-06,1.754280e-06
728.000,1.000000e-10,1.569480e-06
729.000,6.560000e-09,1.378070e-06
730.000,8.618400e-07,1.205460e-06
731.000,2.314520e-06,1.068510e-06
732.000,5.939100e-07,9.732600e-07
733.000,3.288300e-07,9.169100e-07
734.000,8.868800e-07,8.932500e-07
735.000,1.463560e-06,8.962300e-07
736.000,1.618890e-06,9.231800e-07
737.000,1.753900e-07,9.745700e-07
738.000,1.000000e-10,1.048580e-06
739.000,1.000000e-10,1.138160e-06
740.000,1.338600e-06,1.230830e-06
741.000,1.000000e-10,1.309250e-06
742.000,2.448230e-06,1.355770e-06
743.000,8.211400e-07,1.358320e-06
744.000,1.000000e-10,1.314080e-06
745.000,1.119760e-06,1.228940e-06
746.000,1.210360e-06,1.117030e-06
747.000,6.617600e-07,9.969000e-07
748.000,1.537620e-06,8.907000e-07
749.000,5.101600e-07,8.196200e-07
750.000,6.969800e-07,8.028200e-07
751.000,6.879900e-07,8.522200e-07
752.000,5.835600e-07,9.715000e-07
753.000,1.000000e-10,1.153240e-06
754.000,1.203980e-06,1.377660e-06
755.000,2.485250e-06,1.617410e-06
756.000,3.637320e-06,1.842620e-06
757.000,8.211300e-07,2.025920e-06
758.000,1.824110e-06,2.148330e-06
759.000,1.435690e-06,2.202310e-06
760.000,4.053520e-06,2.191090e-06
761.000,2.578020e-06,2.127720e-06
762.000,1.000000e-10,2.029790e-06
763.000,3.179900e-07,1.916430e-06
764.000,2.683720e-06,1.804390e-06
765.000,1.248650e-06,1.706550e-06
766.000,1.466140e-06,1.630000e-06
767.000,2.536170e-06,1.579410e-06
768.000,1.000000e-10,1.555750e-06
769.000,6.296100e-07,1.557350e-06
770.000,1.554310e-06,1.579230e-06
771.000,1.000000e-10,1.609780e-06
772.000,1.000000e-10,1.633600e-06
773.000,1.000000e-10,1.635410e-06
774.000,1.757430e-06,1.603960e-06
775.000,3.127970e-06,1.539870e-06
776.000,1.310170e-06,1.456380e-06
777.000,4.309000e-08,1.377660e-06
778.000,1.582400e-07,1.328460e-06
779.000,1.755220e-06,1.327800e-06
780.000,1.183450e-06,1.381150e-06
781.000,3.128220e-06,1.481020e-06
782.000,1.000000e-10,1.607600e-06
783.000,1.458900e-07,1.738090e-06
784.000,2.561120e-06,1.853210e-06
785.000,1.000000e-10,1.940440e-06
786.000,1.000000e-10,2.009640e-06
787.000,2.086210e-06,2.025010e-06
788.000,1.000000e-10,1.937180e-06
789.000,1.349170e-06,1.669300e-06
790.000,2.026070e-06,1.119520e-06
791.000,3.028260e-06,2.345000e-07
792.000,9.957500e-07,-8.941600e-07
793.000,1.327420e-06,-1.957650e-06
794.000,1.437170e-06,-2.315270e-06
795.000,2.393960e-06,-1.090060e-06
796.000,1.065150e-06,2.656500e-06
797.000,6.068100e-07,9.681780e-06
798.000,4.675100e-07,2.020197e-05
799.000,1.772930e-06,3.371205e-05
800.000,9.700987e-05,4.899042e-05
801.000,9.025465e-05,6.427455e-05
802.000,9.038804e-05,7.766116e-05
803.000,1.061297e-04,8.759164e-05
804.000,9.480744e-05,9.320226e-05
805.000,9.466286e-05,9.451327e-05
806.000,1.203067e-04,9.234670e-05
807.000,5.135241e-05,8.808982e-05
808.000,7.661967e-05,8.331048e-05
809.000,8.240420e-05,7.939464e-05
810.000,4.044394e-05,7.727363e-05
811.000,9.940558e-05,7.731325e-05
812.000,8.734804e-05,7.934301e-05
813.000,5.741339e-05,8.280294e-05
814.000,1.027197e-04,8.692301e-05
815.000,1.175938e-04,9.089584e-05
816.000,8.278090e-05,9.403717e-05
817.000,9.168321e-05,9.591487e-05
818.000,9.182717e-05,9.634426e-05
819.000,1.198121e-04,9.539543e-05
820.000,9.246039e-05,9.341495e-05
821.000,8.410778e-05,9.088536e-05
822.000,7.341223e-05,8.837662e-05
823.000,8.434470e-05,8.642432e-05
824.000,8.651280e-05,8.539033e-05
825.000,8.847338e-05,8.541913e-05
826.000,7.632161e-05,8.639717e-05
827.000,8.661203e-05,8.803844e-05
828.000,1.049668e-04,8.999638e-05
829.000,9.230976e-05,9.192455e-05
830.000,9.816695e-05,9.359803e-05
831.000,9.231432e-05,9.492128e-05
832.000,1.063506e-04,9.583811e-05
