ILDIALCT,ilab_v1,FITS/CSV file dialect
774.000,9.013800e-07,1.040890e-06
775.000,1.055080e-06,1.034100e-06
776.000,5.703600e-07,1.036290e-06
777.000,1.000000e-10,1.039550e-06
778.000,1.000000e-10,1.035150e-06
779.000,1.940150e-06,1.015960e-06
780.000,5.757400e-07,9.776700e-07
781.000,3.730900e-07,9.208900e-07
782.000,1.000000e-10,8.474400e-07
783.000,4.400700e-07,7.620100e-07
784.000,1.935420e-06,6.714800e-07
785.000,5.835800e-07,5.868800e-07
786.000,1.000000e-10,5.348800e-07
787.000,1.000000e-10,5.003800e-07
788.000,2.074000e-08,4.613800e-07
789.000,2.154400e-07,3.533400e-07
790.000,8.877000e-07,8.951000e-08
791.000,5.658600e-07,-4.056700e-07
792.000,1.467740e-06,-1.094810e-06
793.000,2.638710e-06,-1.757550e-06
794.000,1.028330e-06,-1.924220e-06
795.000,1.574730e-06,-8.894900e-07
796.000,4.547000e-08,2.097370e-06
797.000,5.233000e-08,7.654040e-06
798.000,5.875400e-07,1.597205e-05
799.000,2.728560e-06,2.666619e-05
800.000,7.828210e-05,3.873948e-05
801.000,6.162274e-05,5.079767e-05
802.000,8.108594e-05,6.133730e-05
803.000,7.856901e-05,6.914757e-05
804.000,8.926265e-05,7.359760e-05
805.000,6.613462e-05,7.474872e-05
806.000,7.681146e-05,7.324856e-05
807.000,6.203161e-05,7.014713e-05
808.000,3.895689e-05,6.657196e-05
809.000,8.776652e-05,6.347596e-05
810.000,4.291997e-05,6.148508e-05
811.000,6.604326e-05,6.083850e-05
812.000,4.998686e-05,6.140163e-05
813.000,7.140291e-05,6.280841e-05
814.000,5.068748e-05,6.455570e-05
815.000,9.345140e-05,6.613294e-05
816.000,7.227043e-05,6.712565e-05
817.000,5.591638e-05,6.734857e-05
818.000,5.850344e-05,6.681998e-05
819.000,9.165271e-05,6.578901e-05
820.000,4.752304e-05,6.468368e-05
821.000,6.522700e-05,6.399429e-05
822.000,6.539207e-05,6.414789e-05
823.000,4.920897e-05,6.540753e-05
824.000,5.822929e-05,6.781031e-05
825.000,1.014160e-04,7.113751e-05
826.000,6.477090e-05,7.494953e-05
827.000,8.064449e-05,7.868423e-05
828.000,8.270586e-05,8.173673e-05
829.000,9.087963e-05,8.356941e-05
830.000,7.968669e-05,8.385301e-05
831.000,9.579299e-05,8.249971e-05
832.000,9.345622e-05,7.970399e-05
833.000,5.313188e-05,7.591009e-05
834.000,6.361678e-05,7.173926e-05
835.000,6.301054e-05,6.784461e-05
836.000,7.972161e-05,6.481014e-05
837.000,4.687424e-05,6.297461e-05
838.000,4.769282e-05,6.238260e-05
839.000,8.899705e-05,6.278860e-05
840.000,2.351382e-05,6.373434e-05
841.000,9.324642e-05,6.471890e-05
842.000,9.329219e-05,6.539038e-05
843.000,5.776527e-05,6.558563e-05
844.000,4.917683e-05,6.541136e-05
845.000,7.513893e-05,6.508741e-05
846.000,4.664193e-05,6.488594e-05
847.000,4.781467e-05,6.495724e-05
848.000,9.321335e-05,6.533702e-05
849.000,7.582788e-05,6.597916e-05
850.000,6.614943e-05,6.682338e-05
851.000,7.104132e-05,6.787649e-05
852.000,5.137181e-05,6.916497e-05
853.000,6.238212e-05,7.069603e-05
854.000,7.666856e-05,7.234391e-05
855.000,7.385795e-05,7.386859e-05
856.000,9.924876e-05,7.499863e-05
857.000,6.701306e-05,7.550008e-05
858.000,1.044743e-04,7.538322e-05
859.000,3.692361e-05,7.492311e-05
860.000,7.692160e-05,7.452845e-05
861.000,7.565665e-05,7.460509e-05
862.000,7.494563e-05,7.535647e-05
863.000,6.702300e-05,7.664209e-05
864.000,6.939941e-05,7.803699e-05
865.000,1.018601e-04,7.900937e-05
866.000,9.243461e-05,7.914190e-05
867.000,9.096997e-05,7.831076e-05
868.000,6.402798e-05,7.674675e-05
869.000,5.361905e-05,7.495172e-05
870.000,6.812302e-05,7.343700e-05
871.000,8.055096e-05,7.251171e-05
872.000,5.094833e-05,7.216680e-05
873.000,9.130629e-05,7.208656e-05
874.000,7.678929e-05,7.176999e-05
875.000,8.190709e-05,7.082962e-05
