# 10 Jun 2021; convolved with Kurucz, unnormalized
# Wavelength(nm)  Flambda(ergs/cm^s/s/nm)
1211.25 707.3729
1212.01 707.5646
1212.76 707.7561
1213.52 707.9474
1214.27 708.1385
1215.02 708.3293
1215.78 708.52
1216.53 708.7104
1217.29 708.5382
1218.04 708.1768
1218.79 707.8146
1219.55 707.4515
1220.30 707.0876
1221.06 706.7229
1221.81 706.3574
1222.56 705.991
1223.32 705.4836
1224.07 704.8683
1224.83 704.2519
1225.58 703.6344
1226.33 703.0159
1227.09 702.3962
1227.84 701.7754
1228.60 701.1535
1229.35 700.5553
1230.10 699.9878
1230.86 699.4193
1231.61 698.8497
1232.37 698.2791
1233.12 697.7074
1233.87 697.1347
1234.63 696.561
1235.38 695.9743
1236.14 695.3514
1236.89 694.7275
1237.64 694.1024
1238.40 693.4763
1239.15 692.8491
1239.91 692.2207
1240.66 691.5913
1241.41 690.9655
1242.17 690.439
1242.92 689.9115
1243.68 689.383
1244.43 688.8535
1245.18 688.323
1245.94 687.7916
1246.69 687.2592
1247.45 686.7258
1248.20 686.1562
1248.95 685.5766
1249.71 684.996
1250.46 684.4059
1251.22 683.8096
1251.97 683.2123
1252.72 682.614
1253.48 682.0147
1254.23 681.392
1254.99 680.7453
1255.74 680.0975
1256.49 679.4488
1257.25 678.7989
1258.00 678.1481
1258.76 677.4962
1259.51 676.8432
